SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,16-00348312,01/19/2016,Front,,Open,,Vacant,false,false,5949,S,JUSTINE,ST,60636,1167024.24128109,1865271.79596577,16,7,67,41.78586407527061,-87.66315022780502,"(41.78586407527061, -87.66315022780502)"
Vacant/Abandoned Building,16-00342955,01/19/2016,Front,,Open,,Vacant,true,false,833,W,51ST,PL,60609,1171622.84246964,1870699.90002586,20,9,61,41.80065979068313,-87.6461304805629,"(41.80065979068313, -87.6461304805629)"
Vacant/Abandoned Building,16-00342200,01/19/2016,Front,,Open,DOOR AND WINDOWS,Vacant,false,true,1232,W,98TH,ST,60643,1169821.70003165,1839780.99292009,21,22,73,41.71585360015535,-87.65363173759587,"(41.71585360015535, -87.65363173759587)"
Vacant/Abandoned Building,16-00348518,01/19/2016,Front,,Boarded,,Vacant,false,true,7730,S,INDIANA,AVE,60619,1178932.57328535,1853801.66848461,6,6,69,41.7541258306297,-87.61983767622989,"(41.7541258306297, -87.61983767622989)"
Vacant/Abandoned Building,16-00357925,01/19/2016,Front,,Open,,Vacant,false,true,450,W,126TH,PL,60628,1175489.58367619,1821035.29009589,9,5,53,41.664287887891085,-87.63343103132009,"(41.664287887891085, -87.63343103132009)"
Vacant/Abandoned Building,16-00347920,01/19/2016,Front,,Open,REAR DOOR,Vacant,false,false,1019,N,LOREL,AVE,60651,1140488.07259523,1906273.28367716,37,15,25,41.89890454024497,-87.75944147038138,"(41.89890454024497, -87.75944147038138)"
Vacant/Abandoned Building,16-00370279,01/20/2016,Front,,Open,,Vacant,false,false,6604,S,CALIFORNIA,AVE,60629,1158848.69070502,1860727.18768834,17,8,66,41.77356398222796,-87.69324991876756,"(41.77356398222796, -87.69324991876756)"
Vacant/Abandoned Building,16-00380172,01/20/2016,Front,,Open,FRONT,Vacant,false,false,12345,S,LOWE,AVE,60628,1174191.21002497,1823014.29000804,34,5,53,41.66974742744893,-87.63812408375236,"(41.66974742744893, -87.63812408375236)"
Vacant/Abandoned Building,16-00374078,01/20/2016,Front,,Open,2ND AND 3RD FL WINDOWS,Vacant,false,false,628,W,47TH,ST,60609,1172896.97231326,1873727.18921438,11,9,61,41.80893893147138,-87.64136846752342,"(41.80893893147138, -87.64136846752342)"
Vacant/Abandoned Building,16-00373285,01/20/2016,Rear,,Open,,Vacant,false,true,8733,S,WALLACE,ST,60620,1173832.14183278,1846927.59439086,21,22,71,41.73537704074634,-87.63873234267862,"(41.73537704074634, -87.63873234267862)"
Vacant/Abandoned Building,16-00371023,01/20/2016,Front,,Open,,Occupied,false,false,4357,S,WHIPPLE,ST,60632,1156755.20367509,1875594.79308827,15,9,58,41.81440526604315,-87.70052305376778,"(41.81440526604315, -87.70052305376778)"
Vacant/Abandoned Building,16-00371217,01/20/2016,,,,,,,,3348,W,16TH,ST,60623,1154216.32691166,1891840.82999284,24,10,29,41.859037328086366,-87.70940314848633,"(41.859037328086366, -87.70940314848633)"
Vacant/Abandoned Building,16-00380475,01/20/2016,Rear,,Boarded,,Vacant,false,false,2715,W,DIVISION,ST,60622,1158078.29579942,1907869.69561723,26,12,24,41.90294416685557,-87.69478930156818,"(41.90294416685557, -87.69478930156818)"
Vacant/Abandoned Building,16-00385942,01/21/2016,Front,,Open,,Vacant,false,false,5927,N,KENNETH,AVE,60646,1145678.36660852,1939013.39287101,39,17,12,41.988649419753834,-87.73954448054053,"(41.988649419753834, -87.73954448054053)"
Vacant/Abandoned Building,16-00395570,01/21/2016,Front,,Open,WINDOWS AND DOORS ARE NOT SECURED. THE GARAGE IS OPEN. GANG MEMBERS HAVE BEEN SEEN GOING IN AND OUT.,Vacant,false,true,4301,S,CHRISTIANA,AVE,60632,1154731.50010954,1875934.98650924,14,8,58,41.81537945667388,-87.70793720553962,"(41.81537945667388, -87.70793720553962)"
Vacant/Abandoned Building,16-00388506,01/21/2016,Front,,Open,FRONT AND SIDE DOOR IS OPEN..,Vacant,false,false,11115,S,EGGLESTON,AVE,60628,1175270.29016909,1831198.46557575,34,22,49,41.692182129302154,-87.6339316432056,"(41.692182129302154, -87.6339316432056)"
Vacant/Abandoned Building,16-00401745,01/21/2016,Front,,Boarded,NONE - COMMERCIAL PROPERTY,Vacant,false,false,9229,S,BALTIMORE,AVE,60617,1198501.86792552,1844357.68562194,10,4,46,41.72774311098415,-87.54843966445799,"(41.72774311098415, -87.54843966445799)"
Vacant/Abandoned Building,16-00389838,01/21/2016,Front,,Open,SIDE WINDOW,Vacant,false,true,518,W,WINNECONNA,PKWY,60620,1174121.88187434,1852749.08808253,17,6,69,41.751345546577156,-87.6374983937153,"(41.751345546577156, -87.6374983937153)"
Vacant/Abandoned Building,16-00394622,01/21/2016,,,,,,,,637,N,LAWNDALE,AVE,60624,1151606.02459123,1903998.41260149,27,11,23,41.892450722308446,-87.71866519306963,"(41.892450722308446, -87.71866519306963)"
Vacant/Abandoned Building,16-00392502,01/21/2016,Front,,Open,REAR,Vacant,false,true,6635,S,DAMEN,AVE,60636,1164171.07293058,1860652.89396779,15,7,67,41.77324975049511,-87.67374124148367,"(41.77324975049511, -87.67374124148367)"
Vacant/Abandoned Building,16-00392573,01/21/2016,Front,,Open,,Vacant,false,false,6612,S,VERNON,AVE,60637,1180383.93588604,1861270.88100663,20,3,42,41.77458898039154,-87.61429014067703,"(41.77458898039154, -87.61429014067703)"
Vacant/Abandoned Building,16-00392477,01/21/2016,Front,,Open,,Vacant,false,false,7922,S,CALIFORNIA,AVE,60652,1159087.42987148,1851949.85210322,18,8,70,41.749472771541214,-87.69261440439332,"(41.749472771541214, -87.69261440439332)"
Vacant/Abandoned Building,16-00392572,01/21/2016,Front,,Open,,Vacant,false,false,7444,S,BLACKSTONE,AVE,60619,1187497.34047443,1855822.56999809,8,3,43,41.759472171910645,-87.58838688086918,"(41.759472171910645, -87.58838688086918)"
Vacant/Abandoned Building,16-00393922,01/21/2016,Front,,Open,,Vacant,false,true,11518,S,WALLACE,ST,60628,1174369.88629107,1828553.18282342,34,5,53,41.684943079026354,-87.63730639781528,"(41.684943079026354, -87.63730639781528)"
Vacant/Abandoned Building,16-00389078,01/21/2016,Front,,Open,FRONT,Vacant,false,false,117,E,107TH,ST,60628,1178977.98992373,1834046.92957089,9,5,49,41.69991530281243,-87.62027093814373,"(41.69991530281243, -87.62027093814373)"
Vacant/Abandoned Building,16-00389250,01/21/2016,Front,,Boarded,,Vacant,false,false,3267,W,CORTLAND,ST,60647,1154087.9831008,1912435.65709442,1,14,22,41.91555413997692,-87.70932452619223,"(41.91555413997692, -87.70932452619223)"
Vacant/Abandoned Building,16-00394062,01/21/2016,Front,,Boarded,,Vacant,false,false,11421,S,PRINCETON,AVE,60628,1176323.78262215,1829197.13438363,34,5,49,41.68666663826929,-87.63013447774625,"(41.68666663826929, -87.63013447774625)"
Vacant/Abandoned Building,16-00414180,01/22/2016,Front,,Open,,Vacant,true,true,4829,S,LAFLIN,ST,60609,1167150.39097973,1872712.68661838,20,9,61,41.806280055706836,-87.66247479442663,"(41.806280055706836, -87.66247479442663)"
Vacant/Abandoned Building,16-00414720,01/22/2016,Front,,Open,,Vacant,false,true,811,N,DRAKE,AVE,60651,1152568.0563818,1905180.53140791,27,11,23,41.89567560747895,-87.7151007414536,"(41.89567560747895, -87.7151007414536)"
Vacant/Abandoned Building,16-00438753,01/23/2016,Front,,Open,DOORS,Vacant,false,false,7400,S,ASHLAND,AVE,60636,1166965.54682149,1855647.07479859,17,7,67,41.759453849972935,-87.66364021990806,"(41.759453849972935, -87.66364021990806)"
Vacant/Abandoned Building,16-00450290,01/24/2016,Front,,Open,REAR DR,Vacant,false,true,6952,S,WABASH,AVE,60637,1177926.58607825,1858932.5886205,6,3,69,41.76822848363132,-87.62336907626879,"(41.76822848363132, -87.62336907626879)"
Vacant/Abandoned Building,16-00459638,01/25/2016,Front,,Open,,Vacant,false,false,5759,S,DORCHESTER,AVE,60637,1186531.27986814,1867084.22609027,5,2,41,41.7903980257352,-87.59157142627139,"(41.7903980257352, -87.59157142627139)"
Vacant/Abandoned Building,16-00472951,01/25/2016,Rear,,Open,,Vacant,false,false,1425,W,69TH,ST,60636,1167920.73211099,1858990.43567507,6,7,67,41.76860801368885,-87.66004357431089,"(41.76860801368885, -87.66004357431089)"
Vacant/Abandoned Building,16-00463953,01/25/2016,Front,,Open,,Vacant,false,true,10641,S,RHODES,AVE,60628,1181796.84606673,1834514.20270503,9,5,49,41.70113305496384,-87.60993515854183,"(41.70113305496384, -87.60993515854183)"
Vacant/Abandoned Building,16-00465305,01/25/2016,Front,,Open,,Vacant,false,false,10640,S,DR MARTIN LUTHER KING JR,DR,60628,1180795.94258929,1834493.67108544,9,5,49,41.70109972550004,-87.61360072303424,"(41.70109972550004, -87.61360072303424)"
Vacant/Abandoned Building,16-00463990,01/25/2016,Front,,Open,,Vacant,false,false,5224,S,MORGAN,ST,60609,1170532.3794132,1870177.1250277,20,9,61,41.79924909298415,-87.65014479207987,"(41.79924909298415, -87.65014479207987)"
Vacant/Abandoned Building,16-00464336,01/25/2016,Front,,Open,,Vacant,false,false,5214,S,MORGAN,ST,60609,1170530.4794132,1870244.7250277,20,9,61,41.79943463619571,-87.65014978951022,"(41.79943463619571, -87.65014978951022)"
Vacant/Abandoned Building,16-00488679,01/25/2016,Front,,Boarded,SIDE OPEN LOT,Vacant,false,false,2516,E,72ND,PL,60649,1194196.70121675,1857256.57081705,7,3,43,41.76324535673292,-87.56378732676303,"(41.76324535673292, -87.56378732676303)"
Vacant/Abandoned Building,16-00462911,01/25/2016,Front,,Open,FRONT,Vacant,false,false,9554,S,WALLACE,ST,60628,1173984.4694145,1841519.64898272,21,22,73,41.72053352590538,-87.63833424414388,"(41.72053352590538, -87.63833424414388)"
Vacant/Abandoned Building,16-00483057,01/25/2016,Front,,Open,REAR-BSMT.,Occupied,false,false,5204,W,WASHINGTON,BLVD,60644,1141659.59447669,1900253.10051069,28,15,25,41.882362845033256,-87.75528742221512,"(41.882362845033256, -87.75528742221512)"
Vacant/Abandoned Building,16-00470824,01/25/2016,Rear,,Open,,Vacant,false,true,8559,S,BUFFALO,AVE,60617,1199626.26999738,1848842.99917771,10,4,46,41.740022939906595,-87.54417023686618,"(41.740022939906595, -87.54417023686618)"
Vacant/Abandoned Building,16-00495831,01/26/2016,Front,,Open,,Vacant,false,false,12345,S,LOWE,AVE,60628,1174191.21002497,1823014.29000804,34,5,53,41.66974742744893,-87.63812408375236,"(41.66974742744893, -87.63812408375236)"
Vacant/Abandoned Building,16-00502289,01/26/2016,Front,,Boarded,,Vacant,true,false,514,N,HAMLIN,AVE,60624,1150964.7492913,1903160.59116658,27,11,23,41.89016423566048,-87.72104230715446,"(41.89016423566048, -87.72104230715446)"
Vacant/Abandoned Building,16-00495798,01/26/2016,Front,,Open,FRONT BASEMENT WINDOW AND THE REAR DOOR..,Vacant,false,false,6922,S,JUSTINE,ST,60636,1167198.98652028,1858822.92109268,16,7,67,41.76816380525443,-87.66269392103773,"(41.76816380525443, -87.66269392103773)"
Vacant/Abandoned Building,16-00501543,01/26/2016,Front,,Open,BACK,Vacant,false,true,7749,S,CORNELL,AVE,,1188581.44817263,1853924.7647034,8,4,43,41.75423859288668,-87.58447425699296,"(41.75423859288668, -87.58447425699296)"
Vacant/Abandoned Building,16-00501900,01/26/2016,,,,,,,,1102,E,83RD,ST,60619,1185048.30088026,1850184.67367064,8,4,45,41.744059063832154,-87.59753914134238,"(41.744059063832154, -87.59753914134238)"
Vacant/Abandoned Building,16-00507203,01/26/2016,,,,,,,,11949,S,HARVARD,AVE,60628,1176104.13559492,1825684.05438255,34,5,53,41.67703112208883,-87.63104339992157,"(41.67703112208883, -87.63104339992157)"
Vacant/Abandoned Building,16-00524255,01/27/2016,Rear,,Open,,Vacant,false,true,5525,W,DIVERSEY,AVE,60639,1138937.73010618,1918067.10733237,30,25,19,41.93129645123908,-87.7648487656823,"(41.93129645123908, -87.7648487656823)"
Vacant/Abandoned Building,16-00538163,01/27/2016,Garage,,Boarded,,Vacant,true,true,749,E,104TH,PL,60628,1182983.55528872,1835822.73017566,9,5,50,41.70469638766177,-87.60554938555451,"(41.70469638766177, -87.60554938555451)"
Vacant/Abandoned Building,16-00525692,01/27/2016,Front,,Open,,Vacant,false,true,6225,S,ALBANY,AVE,60629,1156787.66502874,1863190.96919505,16,8,66,41.78036680807855,-87.70073880848243,"(41.78036680807855, -87.70073880848243)"
Vacant/Abandoned Building,16-00530862,01/27/2016,Front,,Open,FRONT ENTRANCE DOOR IS MISSING,Vacant,false,false,7402,S,ASHLAND,AVE,60636,1166965.84682149,1855634.67479859,17,7,67,41.759419816279774,-87.66363947420263,"(41.759419816279774, -87.66363947420263)"
Vacant/Abandoned Building,16-00529141,01/27/2016,Rear,,Open,,Vacant,false,false,6238,S,ST LAWRENCE,AVE,60637,1181307.5701847,1863777.86567985,20,3,42,41.78144714605824,-87.61082706573207,"(41.78144714605824, -87.61082706573207)"
Vacant/Abandoned Building,16-00528377,01/27/2016,Rear,,Open,,Vacant,false,false,700,W,54TH,PL,60609,1172559.63049261,1868739.3339044,20,9,61,41.7952591871986,-87.64275274831361,"(41.7952591871986, -87.64275274831361)"
Vacant/Abandoned Building,16-00540835,01/27/2016,Front,,Boarded,,Vacant,true,true,8913,S,WALLACE,ST,60620,1173863.85952015,1845824.68631685,21,22,71,41.73234981091591,-87.6386487551472,"(41.73234981091591, -87.6386487551472)"
Vacant/Abandoned Building,16-00521593,01/27/2016,Front,,Open,FRONT,Vacant,false,false,5429,W,NORTH,AVE,60639,1139828.51009413,1910102.35662942,37,25,25,41.90942404782611,-87.76177034347066,"(41.90942404782611, -87.76177034347066)"
Vacant/Abandoned Building,16-00534179,01/27/2016,Front,,Boarded,WINDOWS,Vacant,true,false,1221,E,72ND,ST,60619,1185699.79462927,1857518.8793028,5,3,69,41.76416953079927,-87.59492138784512,"(41.76416953079927, -87.59492138784512)"
Vacant/Abandoned Building,16-00523672,01/27/2016,Front,,Open,,Vacant,false,false,1249,W,72ND,PL,60636,1169138.79257063,1856702.59007017,6,7,67,41.76230361934889,-87.65564484910735,"(41.76230361934889, -87.65564484910735)"
Vacant/Abandoned Building,16-00524251,01/27/2016,Front,,Open,,Vacant,false,true,10114,S,STATE,ST,60628,1178041.1289718,1837857.8942027,9,5,49,41.71039435259794,-87.62358631110787,"(41.71039435259794, -87.62358631110787)"
Vacant/Abandoned Building,16-00530230,01/27/2016,Front,,Boarded,NONE,Vacant,false,false,11937,S,CALUMET,AVE,60628,1180373.96107963,1825763.02997727,9,5,53,41.67715127851234,-87.61541228849747,"(41.67715127851234, -87.61541228849747)"
Vacant/Abandoned Building,16-00550875,01/28/2016,Front,,Open,,Vacant,false,false,11922,S,STEWART,AVE,60628,1175769.95872353,1825857.80152135,34,5,53,41.67751537946173,-87.6322614052787,"(41.67751537946173, -87.6322614052787)"
Vacant/Abandoned Building,16-00561517,01/28/2016,Front,,Open,,Vacant,true,true,513,N,LAWNDALE,AVE,60624,1151629.52567783,1903165.8276123,27,11,23,41.89016556200815,-87.71860078942915,"(41.89016556200815, -87.71860078942915)"
Vacant/Abandoned Building,16-00552566,01/28/2016,,,,,,,,2449,W,60TH,ST,60629,1160981.65827491,1864806.47807238,16,8,66,41.78471429028166,-87.68531819407818,"(41.78471429028166, -87.68531819407818)"
Vacant/Abandoned Building,16-00557170,01/28/2016,Front,,Open,FRONT-REAR,Vacant,false,false,5701,S,CALIFORNIA,AVE,60629,1158682.27091056,1866726.34567713,16,8,63,41.790029918803164,-87.69369639182868,"(41.790029918803164, -87.69369639182868)"
Vacant/Abandoned Building,16-00550522,01/28/2016,Rear,,Open,REAR,Vacant,false,true,2607,E,76TH,ST,60649,1194914.83998864,1855073.71141599,7,4,43,41.75723776978237,-87.56122707456822,"(41.75723776978237, -87.56122707456822)"
Vacant/Abandoned Building,16-00550530,01/28/2016,Rear,,Open,REAR,Vacant,false,true,2605,E,76TH,ST,60649,1194894.33998864,1855073.11141599,7,4,43,41.75723662819402,-87.56130222213685,"(41.75723662819402, -87.56130222213685)"
Vacant/Abandoned Building,16-00554902,01/28/2016,,,,,,,,9224,S,BLACKSTONE,AVE,60619,1187727.40422938,1844116.62159418,8,4,48,41.727344426108715,-87.587915348126,"(41.727344426108715, -87.587915348126)"
Vacant/Abandoned Building,16-00554277,01/28/2016,Front,,Open,BACK DOOR,Vacant,false,true,4532,W,MAYPOLE,AVE,60624,1146014.31992589,1901070.36449876,28,11,26,41.88452391016253,-87.73927586685433,"(41.88452391016253, -87.73927586685433)"
Vacant/Abandoned Building,16-00551749,01/28/2016,Front,,Boarded,FRONT DOOR,Vacant,false,true,10356,S,INDIANA,AVE,60628,1179413.43127105,1836266.82002937,9,5,49,41.70599708172882,-87.6186090836484,"(41.70599708172882, -87.6186090836484)"
Vacant/Abandoned Building,16-00559836,01/28/2016,Front,,Boarded,,Vacant,false,false,2856,N,MEADE,AVE,60634,1135240.36632624,1918349.89537624,30,25,19,41.93213892160917,-87.7784293998768,"(41.93213892160917, -87.7784293998768)"
Vacant/Abandoned Building,16-00554761,01/28/2016,,,,,,,,4120,W,CULLERTON,ST,60623,1149227.49992784,1890103.15209668,24,10,29,41.85436694947326,-87.72776064117613,"(41.85436694947326, -87.72776064117613)"
Vacant/Abandoned Building,16-00560830,01/28/2016,,,,,,,,9900,S,WINCHESTER,AVE,60643,1165209.26383116,1839008.18727819,19,22,72,41.71383157754017,-87.67054659505705,"(41.71383157754017, -87.67054659505705)"
Vacant/Abandoned Building,16-00576673,01/29/2016,Front,,Open,,Vacant,false,true,2914,E,78TH,PL,60649,1197302.33939926,1853442.38947748,7,4,43,41.75270217412828,-87.55253170436538,"(41.75270217412828, -87.55253170436538)"
Vacant/Abandoned Building,16-00572272,01/29/2016,Front,,Boarded,,Vacant,false,true,4835,W,IRVING PARK,RD,60641,1143410.72500333,1926154.62672917,45,16,15,41.953406792852206,-87.7482082462337,"(41.953406792852206, -87.7482082462337)"
Vacant/Abandoned Building,16-00579613,01/29/2016,,,,,,,,8211,S,COLES,AVE,60617,1198245.91329326,1851119.3497231,7,4,46,41.74630403811051,-87.54915155984878,"(41.74630403811051, -87.54915155984878)"
Vacant/Abandoned Building,16-00583665,01/29/2016,Front,,Open,CHIMNEY BRICKS AND MORTAR ARE FALLING INTO CALLER HOUSE,Vacant,false,false,4043,W,CARROLL,AVE,60624,1149376.0560222,1901929.31992998,28,11,26,41.88681645484486,-87.72690871883971,"(41.88681645484486, -87.72690871883971)"
Vacant/Abandoned Building,16-00577784,01/29/2016,Rear,,Open, WINDOW,Vacant,false,true,10140,S,RHODES,AVE,60628,1181698.43800056,1837846.71340272,9,5,49,41.71028016669817,-87.6101930238353,"(41.71028016669817, -87.6101930238353)"
Vacant/Abandoned Building,16-00597770,01/30/2016,Front,,Open,SIDE DOOR,Vacant,false,false,8855,S,UNION,AVE,60620,1173189.50307504,1846183.09502217,21,22,71,41.73334824229325,-87.64110864762792,"(41.73334824229325, -87.64110864762792)"
Vacant/Abandoned Building,16-00605265,01/30/2016,Front,,Open,"FRONT DOOR, WINDOWS",Vacant,false,false,860,W,86TH,PL,60620,1172000.50642824,1847487.98982868,21,6,71,41.736955211449356,-87.64542630615561,"(41.736955211449356, -87.64542630615561)"
Vacant/Abandoned Building,16-00599042,01/30/2016,Front,,Open,REAR,Vacant,false,false,4143,W,GLADYS,AVE,60624,1148825.2921275,1898032.52838877,28,11,26,41.876133884378234,-87.72903205119745,"(41.876133884378234, -87.72903205119745)"
Vacant/Abandoned Building,16-00600989,01/30/2016,Front,,Open,,Vacant,false,false,11242,S,EDBROOKE,AVE,60628,1179202.1173945,1830451.49582363,9,5,49,41.69004383005342,-87.61955937670197,"(41.69004383005342, -87.61955937670197)"
Vacant/Abandoned Building,16-00621327,01/31/2016,Front,,Open,BSMNT WINDOWS,Vacant,false,false,10612,S,LANGLEY,AVE,60628,1182791.7225195,1834737.87952967,9,5,50,41.701723863960574,-87.60628538107783,"(41.701723863960574, -87.60628538107783)"
Vacant/Abandoned Building,16-00615588,01/31/2016,Front,,Open,PARTIAL COLLAPSE AND BRICKS FALLLING ONTO NEIGHBORING HOME,Vacant,false,false,413,E,60TH,ST,60637,1180092.94067465,1865321.01642542,20,3,42,41.785709619628605,-87.61523288498108,"(41.785709619628605, -87.61523288498108)"
Vacant/Abandoned Building,16-00623423,01/31/2016,Front,,Open,ALL,Vacant,false,false,11319,S,PRINCETON,AVE,60628,1176302.90730595,1829805.47647473,34,5,49,41.68833648845231,-87.63019272107763,"(41.68833648845231, -87.63019272107763)"
Vacant/Abandoned Building,16-00633860,02/01/2016,,,,,,,,5900,S,WESTERN,AVE,60636,1161382.3725144,1865470.70483295,16,8,66,41.78652872112101,-87.68383060500993,"(41.78652872112101, -87.68383060500993)"
Vacant/Abandoned Building,16-00634917,02/01/2016,Front,,Open,FRONT DOOR,Vacant,false,true,6409,S,CHAMPLAIN,AVE,60637,1181669.05618384,1862657.70731379,20,3,42,41.778364983243605,-87.60953635600907,"(41.778364983243605, -87.60953635600907)"
Vacant/Abandoned Building,16-00629394,02/01/2016,Front,,Boarded,,Vacant,false,false,1554,N,LARRABEE,ST,60610,1172041.11238816,1910745.09659707,2,18,8,41.910537769750555,-87.6434165437021,"(41.910537769750555, -87.6434165437021)"
